player_id,player_name,seasons,season_count,total_possessions,style_archetype,pc1,pc2,pa_Cut,pa_Handoff,pa_Isolation,pa_OffRebound,pa_OffScreen,pa_PRBallHandler,pa_PRRollMan,pa_Postup,pa_Spotup,pa_Transition,paw_Cut,paw_Handoff,paw_Isolation,paw_OffRebound,paw_OffScreen,paw_PRBallHandler,paw_PRRollMan,paw_Postup,paw_Spotup,paw_Transition
101106,Andrew Bogut,2016-2026,3,397,Cut,0.007283919269529546,-0.08785431634803843,18.67761918184273,0.0,0.0,-15.979529488240704,0.0,0.0,-4.327330828268371,-8.515021111660932,0.0,3.9911514159342927,0.3627380591807374,0.0,0.0,0.31033845677829724,0.0,0.0,0.08404109596607467,0.1653702327826431,0.0,0.07751215529224767
101107,Marvin Williams,2016-2026,5,3155,Spotup,-0.7179602873256119,-0.1596633473888305,7.391063998480019,11.191195184629144,0.0,-24.4469441285137,-7.174527531237529,0.2678690004037325,-2.269969032570801,33.436981666928524,69.18619900042704,43.683709344319674,0.03713198303462871,0.05622347064216012,0.0,0.12281905755587685,0.03604412499014688,0.0013457476732091427,0.011404102524871325,0.1679841273517472,0.3475847006659156,0.21946268556144408
101108,Chris Paul,2016-2026,11,8988,P&R Ball Handler,-3.0858369283034457,-2.062385045530866,0.0,4.414851778733302,143.57420883931667,14.065973723565062,-8.338248570299578,428.42627641591383,0.0,22.23453759366712,121.52200817235882,-73.53151585754658,0.0,0.005409644102559123,0.17592558279500062,0.017235439741595904,0.010217094358926615,0.5249629649536461,0.0,0.027244614586182356,0.14890439085802318,0.0901002686040661
101109,Raymond Felton,2016-2026,4,2140,Cut,0.4848083901104361,0.3990282938938044,2.600497107349476,-6.542221935981755,-31.48925662453486,0.0,-9.55378311914928,-4.779332185533709,0.0,0.0,-20.08197301773128,-3.1161861720407984,0.033270073876777634,0.08369946135038604,0.40286524113494915,0.0,0.1222285805581139,0.06114551500364301,0.0,0.0,0.25692346436499464,0.03986766371113577
101111,Charlie Villanueva,2016-2026,1,349,Cut,0.253951437477491,0.26185285807799896,3.7879660381401346,1.6090732716170981,0.0,-0.23361321403991786,-15.145356454720613,0.0,2.4035025017869938,-2.0603250478011486,-30.87847212663453,-1.7972729622608863,0.06540495549522658,0.02778308059233491,0.0,0.004033685020808629,0.26150745674760933,0.0,0.04150010126258383,0.03557462413873666,0.5331634642096047,0.031032632533095208
101112,Channing Frye,2016-2026,3,1114,Spotup,-0.7038723595401082,0.22528781328894662,17.765506275764686,0.0,0.12796892341842447,-15.690444723187547,-5.512268754538665,0.0,30.06137292840659,19.088527424530575,100.69306915153645,-8.80981096408257,0.08983867957711707,0.0,0.0006471281441891596,0.0793452668349717,0.027875082122343717,0.0,0.15201784898455392,0.09652908688737043,0.5091964301339338,0.044550477315520226
101114,Deron Williams,2016-2026,2,1645,Spotup,0.00030700070378235735,-0.11409612999874608,-2.1584936491567848,-0.6774709498424949,-9.986536013549937,0.0,10.539739884393061,-17.390850264475844,0.0,3.092381261860839,19.18660911135818,-17.250980279022386,0.02688604060618862,0.008438529098333918,0.1243915695004975,0.0,0.13128223686048685,0.21661917169388023,0.0,0.03851847709104295,0.23898701386708368,0.2148769612824863
101123,Gerald Green,2016-2026,4,1950,Spotup,-0.11327840359442601,-0.12784765384940489,-5.523621782069942,20.354967428639753,-15.145295403435057,1.3808810518307735,-30.60571545337064,13.546608969824753,-9.200729560568522,16.537992351816442,42.10298270901308,-14.175071771556992,0.032766773980684706,0.1207480604996268,0.0898436733966764,0.008191548788952941,0.1815567032545688,0.0803600774694286,0.054579809744970675,0.09810531547349886,0.24975984467602694,0.08408819271556538
101127,Jarrett Jack,2016-2026,2,977,P&R Ball Handler,0.5254432014717454,0.09535787608054372,0.0,-6.251456853719732,-14.379060589324391,0.0,-7.339792471211915,7.383405907871717,0.0,0.0,-23.58767754575151,-47.80580608542871,0.0,0.05856319309298757,0.13470199371004482,0.0,0.06875864199530962,0.06916720949762503,0.0,0.0,0.22096764755003184,0.4478413141540011
101133,Ian Mahinmi,2016-2026,5,1429,OffRebound,0.7814022078826017,-0.5972469539590234,-64.87182451920913,0.0,-2.613190048984535,14.76211453407948,0.0,0.0,-7.745958938313748,-4.17490190696093,-37.18129871303937,9.852065123021863,0.4594277801233063,0.0,0.01850683424033771,0.10454655099626316,0.0,0.0,0.05485754017758515,0.029567010478943164,0.2633211206318863,0.06977316335167823
101135,David Lee,2016-2026,2,903,Cut,-0.078755074990688,0.2232944397091464,11.29589487072787,0.0,-2.5278675011388025,2.8679046001667845,0.0,0.0,-1.9243324389329555,-1.6192480914758927,-12.989719151189465,6.9789599404208245,0.2809649660538104,0.0,0.06287613462891838,0.07133394280425924,0.0,0.0,0.04786429092768327,0.040275869265850014,0.3230957832141463,0.1735890131053326
101138,Brandon Bass,2016-2026,2,636,Transition,-0.5614728314059744,0.8710948159713249,28.117457757408225,0.0,-11.991595157660514,-8.855755415720191,0.0,0.0,25.74777203390113,23.020693716455064,-12.73490365554446,31.761015321279537,0.1976911852825337,0.0,0.08431177102138966,0.062263978479515134,0.0,0.0,0.18103014915796486,0.16185631951854215,0.08953790274514198,0.22330869379491264
101139,CJ Miles,2016-2026,5,2373,Spotup,-0.7270445729465169,-0.3221303234807903,2.5264045746962096,14.39681931013465,4.115746601353953,12.847377585419778,-9.439626695569746,-12.374876503094209,-6.251249339525323,0.0,137.7389660116302,-11.434226374223195,0.011966375694968468,0.06819087900771542,0.01949433221835153,0.06085191121882612,0.044711017621959497,0.05861389854103999,0.02960919201497191,0.0,0.6524039069751342,0.05415848670703294
101141,Ersan Ilyasova,2016-2026,5,3180,Transition,0.9125182266346964,-1.4323148546598385,-3.0609993296936766,-6.480460223411499,-4.308046614872364,-58.91893854662072,10.81698414485515,-14.921269520278624,-65.81321305127786,-21.761791452162413,-26.01023645370798,73.77781243327416,0.010707671275955026,0.02266927572183968,0.01506996311500675,0.20610413722257973,0.03783885520547218,0.05219604182633373,0.23022097526496302,0.07612484817791904,0.09098631909339179,0.25808191309653894
101145,Monta Ellis,2016-2026,2,1927,Cut,0.8612552330804212,0.7040229582439461,4.870138774550927,-18.65654816191658,-10.705337512169175,2.6463867859600807,-21.240558766859348,-50.38177926174339,0.0,0.0,-8.136550383147377,-18.935058667975177,0.0359228004521364,0.1376132155100652,0.07896401335255261,0.01952010585981311,0.15667322624582142,0.3716227989848354,0.0,0.0,0.060016293028427904,0.1396675465663479
101150,Lou Williams,2016-2026,7,7677,P&R Ball Handler,-2.3538490206408293,-2.3696924618028583,4.400536303502502,43.43723361248207,31.787577581816745,-3.4390243362025847,27.88192582291562,302.1766975770877,-6.319067543335326,0.0,55.7550428308058,-87.83286193375145,0.007815811870040509,0.07714906153596442,0.05645805625692769,0.006108066238848394,0.04952121100168739,0.5366973607041622,0.011223323637502601,0.0,0.09902677662829129,0.1560003321265756
101161,Amir Johnson,2016-2026,4,1408,Cut,-0.1522783441132317,0.3408587416906699,19.605486471509117,0.0,3.2605315416625107,0.5354121821220432,0.0,0.0,13.68461287739335,-12.575838248358348,-11.225941072331171,0.9458947986973003,0.3170678937287349,0.0,0.05273064097916569,0.008658903369158519,0.0,0.0,0.22131312007144727,0.20338156623018586,0.18155048058100845,0.015297395040299306
101162,Marcin Gortat,2016-2026,4,2525,P&R Roll Man,0.7523315905269646,-0.8047684239278804,-66.93562182135871,0.0,0.7236606307446742,-17.828394026529317,0.0,0.0,26.034844356474554,-8.377120500790483,-11.139785983324407,21.537150470937014,0.43870181643093525,0.0,0.00474293394979625,0.11684882624021738,0.0,0.0,0.17063460678925874,0.05490436751250026,0.07301111444932996,0.14115633462796223
101179,Ronnie Price,2016-2026,1,350,Spotup,0.17158773470377767,0.16012112684218957,0.0,-4.222979121528458,-2.375868787495187,0.0,-7.484980732177264,-8.199234331583826,0.0,0.0,4.769442532691001,3.354060256189338,0.0,0.1388837909098093,0.07813670264895721,0.0,0.24616330534814673,0.26965341616845695,0.0,0.0,0.15685567946328394,0.11030710546134587
101181,Jose Calderon,2016-2026,4,990,Spotup,-0.29945781383159836,-0.270190842144731,1.4804971073494784,3.4853476798315306,0.909447960812372,0.0,4.280529865125244,-9.787222981258125,0.0,0.0,65.89985002015722,-16.311615291157633,0.014492723759563234,0.034118392315041095,0.008902670599166869,0.0,0.04190250461946807,0.09580803524470521,0.0,0.0,0.6450997556142728,0.15967591784778268
1495,Tim Duncan,2016-2026,1,502,OffRebound,0.09514012010652761,-0.041606265262818604,-12.334237733019044,0.0,0.0,14.737031429226878,0.0,0.0,-8.447653681200862,-1.4464818355640667,-4.4065657260839615,-1.8184243781951794,0.2855782586592855,0.0,0.0,0.34121085262523493,0.0,0.0,0.1955910272084197,0.03349082227244884,0.10202652113262982,0.04210251810198115
1626143,Jahlil Okafor,2016-2026,6,2385,OffRebound,0.08707371351007565,0.10284032478704258,-39.73160025629936,0.0,15.472541783136213,31.204949737378207,0.0,0.0,20.642151897146206,-13.840523191066026,-14.312211515432232,18.290799696980855,0.2588465923984366,0.0,0.10080174698405843,0.20329649078768733,0.0,0.0,0.13448113450955387,0.09016934233478219,0.09324233498166061,0.11916235800382102
1626144,Emmanuel Mudiay,2016-2026,5,3836,OffScreen,2.374276476706075,-0.06481866723593946,-10.291236500636046,-10.28845272596009,-45.355979087780085,-15.463063634822603,5.087511684432486,-143.9518299859152,0.0,-14.989045840871034,-93.14965708294677,-167.93083826423498,0.020318029186086866,0.020312533168663684,0.08954649004637155,0.03052878808287288,0.010044294568730256,0.28420467092206775,0.0,0.029592932865510294,0.18390573874852872,0.33154652241116805
1626145,Tyus Jones,2016-2026,11,4945,Spotup,0.18504310736963736,0.1457971674374953,1.9851655200712925,-3.9460956892380032,-31.60457878124126,0.0,12.02499483944243,-38.002751312272125,-0.6909742379001429,0.0,15.884404467606366,-2.445028344425971,0.018625362595409076,0.03702334254002105,0.29652275013050317,0.0,0.11282177069270014,0.3565521442206022,0.006482908147888056,0.0,0.14903180104129532,0.022939920631580894
1626147,Justin Anderson,2016-2026,5,1019,Transition,0.37001809801477936,0.7018794132546862,2.803366076782917,-17.38371177550287,-6.102316745069982,5.224349790031345,-11.657776876747715,-15.155523698652237,0.0,0.0,-19.077801077984276,40.27400714937517,0.023822173659809667,0.14772162800918973,0.05185567822631485,0.04439497537921955,0.09906433110722943,0.1287871464396735,0.0,0.0,0.16211749656633892,0.3422365706122245
1626149,Montrezl Harrell,2016-2026,7,4827,P&R Roll Man,-3.997080336526774,5.707222225590901,112.03067966677558,0.0,33.39703215627591,117.73267323575439,0.0,5.896668454512544,171.4678092064545,41.1393616740299,-26.530592024954423,134.06586031888955,0.1744317902753033,0.0,0.05199918563583189,0.18330979538366834,0.0,0.009181113943429606,0.266975412658646,0.06405399421773204,0.041308137000876585,0.20874057088451223
1626150,Andrew Harrison,2016-2026,3,1065,Handoff,0.2697466398497296,0.2260843468011675,1.794910465754327,2.011825122571082,-9.25722860511813,0.0,-7.564547206165703,1.4958824937496322,0.0,0.0,-44.966098823560294,0.154719686493058,0.02669201868210989,0.029917745080525554,0.13766375737774292,0.0,0.11249198174563065,0.02224518951290764,0.0,0.0,0.6686884793195862,0.0023008282814972127
1626153,Delon Wright,2016-2026,9,3285,Transition,0.15843969337290711,1.0172378800586805,22.809484451376807,-16.73372516239929,-18.93976682467287,3.203250245208041,0.0,-54.39073171252145,0.0,0.0,-11.227995595181905,57.92593438921375,0.12314082521977973,0.0903398202572904,0.10224950595582824,0.017293283389251284,0.0,0.293637482322984,0.0,0.0,0.06061621629818533,0.31272286655668097
1626155,Sam Dekker,2016-2026,3,984,Transition,0.18115313268232697,0.43100147524356347,19.926686889322987,-0.6062133611069789,1.3040661566156602,-0.40433966445865366,-5.049094412331408,-0.2856247999634218,-15.56701804873515,0.0,-81.86983188146927,24.22730874654951,0.1335209215139401,0.004061998216694857,0.008738036378729934,0.0027093216701309353,0.033832003407781766,0.0019138598759628825,0.10430848874355315,0.0,0.5485776666096108,0.1623377035835954
1626156,D'Angelo Russell,2016-2026,11,10512,Spotup,0.37108690326571186,-1.4825139101126268,-10.592052142794554,12.51786020335816,75.71532968425475,-10.376575421117398,-25.47479898540005,-68.71838335041815,-12.828774519970732,-5.076177700299587,147.64932732507575,-185.76922226994708,0.019094463429997512,0.02256614871721933,0.13649324741378865,0.018706020064480366,0.04592383147812963,0.12387973927655917,0.023126638976178265,0.009150907506481235,0.266169826494884,0.3348891766422817
1626157,Karl-Anthony Towns,2016-2026,11,13893,OffRebound,-7.958205027069278,7.045442734178114,109.07856901786438,16.08937822877942,44.93794585818052,234.68247638578475,70.50815023576723,-8.985979125779192,209.20852624838923,132.05303777201124,190.63497047641616,156.4389457303488,0.09302140250613183,0.013720903581413592,0.03832275017091541,0.2001354921830939,0.06012883265795276,0.007663176998901654,0.17841149460513048,0.11261386071846902,0.16257210266048702,0.13340998391750447
1626158,Richaun Holmes,2016-2026,9,3079,P&R Roll Man,-1.3962807069557241,2.4891731704354862,10.741567982077495,0.0,6.2404997869658265,35.25548773867388,0.0,0.0,120.65799535852427,9.081039013550395,-40.12283887921952,110.59534468085464,0.0322865546429121,0.0,0.018757432593373112,0.10596946677025644,0.0,0.0,0.36266874321767184,0.02729540629586048,0.12059954673881179,0.33242284974111425
1626159,Justise Winslow,2016-2026,8,3070,OffScreen,3.1804545467539325,-0.2153352051096518,-43.02028604449857,-20.63018942760085,-33.138428166857906,-19.575380570746788,-6.792918383518225,-146.96590330335675,-12.983600557201411,-20.369623019762653,-151.15259438616388,-120.86916458058526,0.0747531345605189,0.03584753771035545,0.05758216896370458,0.034014675224725316,0.011803546388708794,0.25537166196617944,0.022560631942999853,0.03539477094523138,0.2626465620343167,0.21002531026325974
1626161,Willie Cauley-Stein,2016-2026,6,3293,Transition,1.1819837240326918,-0.5771904385687382,-43.33747525882466,0.0,-44.21796585231478,-33.27893559362525,0.0,0.0,12.798904248903149,-48.72175289754061,-61.72501252686251,102.08854730272243,0.12519181707970514,0.0,0.12773534820749435,0.0961350515359351,0.0,0.0,0.03697303707656734,0.14074573426631412,0.17830910618015208,0.29490990565383185
